appointment_id,record_id,cabinet_id,spell_id,cabinet_article,raw_title,person_name,person_wikilink,portfolio,rank,is_interim,start_date,end_date,date_precision,date_basis,source,source_ref,confidence,table_caption,party_raw,replaces,replaced_by,person_id,end_date_unreliable,tenure_days,is_incumbent,portfolio_label,portfolio_power_rank,rank_level,era,president,head_of_government,start_year,appointment_seq,is_first_appointment
A01237,d03095,TN-03,TN-03,,ministre de la Jeunesse et des Sports,Chedly Ayari,,youth_sports,minister,False,1970-06-12,1970-11-06,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q2961945-FE217CB1-E63D-4585-A15E-C67DD416A4D4,high,,,Mohamed Mzali,,Q2961945,False,147.0,False,Youth and sports,social,3,bourguiba,Habib Bourguiba,Bahi Ladgham,1970.0,5,False
A01238,w01120,Gouvernement Nouira,TN-04,Gouvernement Nouira,Ministre de l'Éducation nationale,Chedly Ayari,Chedly Ayari,education,minister,False,1970-11-06,1980-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Nouira,medium,Composition le,PSD,,,Q2961945,False,3343.0,False,Education,social,3,bourguiba,Habib Bourguiba,Hédi Nouira,1970.0,6,False
A01239,w02196,Gouvernement Nouira,TN-04,حكومة الهادي نويرة,وزير التربية الوطنية,الشاذلي العياري,الشاذلي العياري,education,minister,False,1970-11-06,1980-04-23,day,row,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الهادي_نويرة,medium,تركيبة الحكومة في 6 نوفمبر 1970,,,,Q2961945,False,3456.0,False,Education,social,3,bourguiba,Habib Bourguiba,Hédi Nouira,1970.0,7,False
A01240,w01148,Gouvernement Nouira,TN-04,Gouvernement Nouira,Ministre de l'Économie nationale,Chedly Ayari,Chedly Ayari,economy_planning,minister,False,1972-03-22,1980-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Nouira,medium,Poste remanié le,,,,Q2961945,False,2841.0,False,Economy and planning,economic,3,bourguiba,Habib Bourguiba,Hédi Nouira,1972.0,8,False
A01241,d03544,TN-04,TN-04,,ministre de l'Industrie,Chedly Ayari,,industry_energy,minister,False,1972-03-22,1974-09-25,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q2961945-a93d550b-452a-6985-4387-764fda6edbd0,high,,,Tijani Chelli,Abdelaziz Lasram,Q2961945,False,917.0,False,"Industry, energy and mines",economic,3,bourguiba,Habib Bourguiba,Hédi Nouira,1972.0,9,False
A01242,w01170,Gouvernement Nouira,TN-04,Gouvernement Nouira,Ministre du Plan,Chedly Ayari,Chedly Ayari,economy_planning,minister,False,1974-09-25,1980-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Nouira,medium,Postes remaniés le,,,,Q2961945,False,1924.0,False,Economy and planning,economic,3,bourguiba,Habib Bourguiba,Hédi Nouira,1974.0,10,False
A01243,d03327,TN-12,TN-12,,gouverneur de la Banque centrale de Tunisie,Chedly Ayari,,other,minister,False,2012-07-24,2018-02-16,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q2961945-c62576ea-4beb-518a-53f6-b425ae7e164d,high,,,Mustapha Kamel Nabli,Marouane Abassi,Q2961945,False,2033.0,False,,,3,transition,Moncef Marzouki,Hamadi Jebali,2012.0,11,False
A01244,w00661,Gouvernement Hédi Baccouche I,TN-08,Gouvernement Hédi Baccouche I,Secrétaire d'État auprès du ministre de l'Intérieur,Chédli Neffati,Chédli Neffati,interior,secretary_of_state,False,1988-01-04,,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Hédi_Baccouche_I,medium,Postes remaniés le,,,,Q2972023,True,14114.0,True,Interior,sovereign,5,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1988.0,1,True
A01245,w00698,Gouvernement Hédi Baccouche II,TN-08,Gouvernement Hédi Baccouche II,Secrétaire d'État à la Sûreté nationale,Chédli Neffati,Chédli Neffati,other,secretary_of_state,False,1988-07-27,1989-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Hédi_Baccouche_II,medium,Composition le,RCD,,,Q2972023,False,158.0,False,,,5,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1988.0,2,False
A01246,w00706,Gouvernement Hédi Baccouche II,TN-08,Gouvernement Hédi Baccouche II,Ministre de l'Intérieur,Chédli Neffati,Chédli Neffati,interior,minister,False,1988-11-01,1989-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Hédi_Baccouche_II,medium,Postes remaniés le,,,,Q2972023,False,61.0,False,Interior,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1988.0,3,False
A01247,d02898,TN-08,TN-08,,ministre de l'Intérieur,Chédli Neffati,,interior,minister,False,1988-11-01,1990-03-03,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q2972023-E88A69F9-0E2D-436F-B567-E67CB3F27DD4,high,,,Habib Ammar,Abdelhamid Escheikh,Q2972023,False,487.0,False,Interior,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1988.0,4,False
A01248,w01253,Gouvernement Hédi Baccouche III,TN-08,Gouvernement Hédi Baccouche III,Ministre de l'Intérieur,Chédli Neffati,Chédli Neffati,interior,minister,False,1989-01-01,1989-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Hédi_Baccouche_III,medium,,RCD,,,Q2972023,False,0.0,False,Interior,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1989.0,5,False
A01249,w00770,Gouvernement Karoui,TN-09,Gouvernement Karoui,Ministre de l'Intérieur,Chédli Neffati,Chédli Neffati,interior,minister,False,1989-09-27,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Composition le,RCD,,,Q2972023,False,3383.0,False,Interior,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,6,False
A01250,w01907,Gouvernement Karoui,TN-09,حكومة حامد القروي,وزير الداخلية,الشاذلي النفاتي,الشاذلي النفاتي,interior,minister,False,1989-09-27,1999-11-17,day,row,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,تركيبة الحكومة في 27 سبتمبر 1989,,,,Q2972023,False,3703.0,False,Interior,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,7,False
A01251,w01934,Gouvernement Karoui,TN-09,حكومة حامد القروي,وزير العدل,الشاذلي النفاتي,الشاذلي النفاتي,justice,minister,False,1989-09-27,1999-11-17,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,,,,,Q2972023,False,3703.0,False,Justice,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,8,False
A01252,w02033,Gouvernement Karoui,TN-09,حكومة حامد القروي,وزير الشؤون الاجتماعية,الشاذلي النفاتي,الشاذلي النفاتي,social_affairs,minister,False,1989-09-27,1999-11-17,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,,,,,Q2972023,False,3703.0,False,Social affairs,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,9,False
A01253,w00798,Gouvernement Karoui,TN-09,Gouvernement Karoui,Ministre de la Justice,Chédli Neffati,Chédli Neffati,justice,minister,False,1990-03-03,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Postes remaniés le,,,,Q2972023,False,3226.0,False,Justice,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1990.0,10,False
A01254,d02981,TN-09,TN-09,,ministre de la Justice,Chédli Neffati,,justice,minister,False,1990-03-03,1991-02-20,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q2972023-B472F8E9-36BF-4022-8DF5-39E5CDF2516A,high,,,Mustapha Bouaziz,Abderrahim Zouari,Q2972023,False,354.0,False,Justice,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1990.0,11,False
A01255,w00895,Gouvernement Karoui,TN-09,Gouvernement Karoui,Ministre des Affaires sociales,Chédli Neffati,Chédli Neffati,social_affairs,minister,False,1996-06-13,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Postes remaniés le,,,,Q2972023,False,932.0,False,Social affairs,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1996.0,12,False
A01256,d03097,TN-09,TN-09,,ministre des Affaires sociales,Chédli Neffati,,social_affairs,minister,False,1996-06-13,2001-01-25,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q2972023-F96B96DD-7227-4992-B3EA-07F88CFDA483,high,,,Mohamed Fadhel Khelil,Hédi M'henni,Q2972023,False,1687.0,False,Social affairs,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1996.0,13,False
A01257,w00391,Gouvernement Ghannouchi I,TN-10,Gouvernement Ghannouchi I,Ministre des Affaires sociales,Chédli Neffati,Chédli Neffati,social_affairs,minister,False,1999-11-17,2011-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Ghannouchi_I,medium,Composition le,RCD,,,Q2972023,False,4063.0,False,Social affairs,social,3,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,1999.0,14,False
A01258,w01618,Gouvernement Ghannouchi I,TN-10,حكومة محمد الغنوشي الأولى,وزير الشؤون الاجتماعية,الشاذلي النفاتي,الشاذلي النفاتي,social_affairs,minister,False,1999-11-17,2011-02-27,day,row,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_محمد_الغنوشي_الأولى,medium,تركيبة الحكومة في 17 نوفمبر 1999,,,,Q2972023,False,4120.0,False,Social affairs,social,3,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,1999.0,15,False
A01259,d03096,TN-10,TN-10,,ministre des Affaires sociales,Chédli Neffati,,social_affairs,minister,False,2002-04-27,2005-08-17,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q2972023-876CCEBF-7A9B-4400-9D0B-026E089ED757,high,,,Hédi M'henni,Ali Chaouch,Q2972023,False,1208.0,False,Social affairs,social,3,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,2002.0,16,False
A01260,w01989,Gouvernement Karoui,TN-09,حكومة حامد القروي,كاتب دولة لدى وزير التربية والعلوم,حاتم بن عثمان,حاتم بن عثمان,education,secretary_of_state,False,1989-09-27,1999-11-17,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,,,,,Q29816892,False,3703.0,False,Education,social,5,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,1,True
A01261,w02019,Gouvernement Karoui,TN-09,حكومة حامد القروي,وزير التربية,حاتم بن عثمان,حاتم بن عثمان,education,minister,False,1989-09-27,1999-11-17,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,,,,,Q29816892,False,3703.0,False,Education,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,2,False
A01262,w00850,Gouvernement Karoui,TN-09,Gouvernement Karoui,Secrétaire d'État auprès du ministre de l'Éducation et des Sciences,Hatem Ben Othman,Hatem Ben Othman,education,secretary_of_state,False,1991-10-11,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Postes remaniés le,,,,Q29816892,False,2639.0,False,Education,social,5,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1991.0,3,False
A01263,d02786,TN-09,TN-09,,ministre de l'Éducation,Hatem Ben Othman,,education,minister,False,1994-11-14,1997-10-09,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q29816892-FDB5503C-AEE4-4EA0-9256-C2095BBB7360,high,,,Ahmed Friaâ,Ridha Ferchiou,Q29816892,False,1060.0,False,Education,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1994.0,4,False
A01264,w00880,Gouvernement Karoui,TN-09,Gouvernement Karoui,Ministre de l'Éducation,Hatem Ben Othman,Hatem Ben Othman,education,minister,False,1994-11-16,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Postes remaniés le,,,,Q29816892,False,1507.0,False,Education,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1994.0,5,False
A01265,w02003,Gouvernement Karoui,TN-09,حكومة حامد القروي,وزير الشؤون الاجتماعية,محمد الفاضل خليل,محمد الفاضل خليل,social_affairs,minister,False,1989-09-27,1999-11-17,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,,,,,Q30104283,False,3703.0,False,Social affairs,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,1,True
A01266,w00864,Gouvernement Karoui,TN-09,Gouvernement Karoui,Ministre des Affaires sociales,Mohamed Fadhel Khelil,Mohamed Fadhel Khelil,social_affairs,minister,False,1992-08-03,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Postes remaniés le,,,,Q30104283,False,2342.0,False,Social affairs,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1992.0,2,False
A01267,d03098,TN-09,TN-09,,ministre des Affaires sociales,Mohamed Fadhel Khelil,,social_affairs,minister,False,1992-08-03,1996-06-13,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q30104283-4C6EF111-DE75-470C-B7B8-458878069368,high,,,,,Q30104283,False,1410.0,False,Social affairs,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1992.0,3,False
A01268,w01563,Gouvernement Essid,TN-15,حكومة الحبيب الصيد,وزير الشؤون الدينية,محمد خليل,محمد خليل (سياسي),religious_affairs,minister,False,2015-02-06,2016-08-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الحبيب_الصيد,medium,,مستقل,,,Q30104283,False,568.0,False,Religious affairs,social,3,second_republic,Béji Caïd Essebsi,Habib Essid,2015.0,4,False
A01269,w00222,Gouvernement Chahed,TN-16,Gouvernement Chahed,"Secrétaire d'État aux Affaires locales, chargé de l'Environnement",Chokri Belhassen,Chokri Belhassen,environment,secretary_of_state,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Nidaa Tounes,,,Q30118294,False,1461.0,False,Environment,social,5,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A01270,w00271,Gouvernement Chahed,TN-16,Gouvernement Chahed,Ministre auprès du chef du gouvernement chargé de l'Économie sociale et solidaire,Chokri Belhassen,Chokri Belhassen,presidency_affairs,minister,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Nidaa Tounes puis Tahya Tounes,,,Q30118294,False,1461.0,False,Presidency / premiership affairs,service,3,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A01271,w01432,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,كاتب دولة للشؤون المحلية والبيئة,شكري بن حسن,شكري بن حسن,environment,secretary_of_state,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,نداء تونس,,,Q30118294,False,1279.0,False,Environment,social,5,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,3,False
A01272,w01483,Gouvernement Chahed,TN-16,حكومة يوسف الشاهد,وزير لدى رئيس الحكومة مكلف بالاقتصاد الاجتماعي والتضامني,شكري بن حسن,شكري بن حسن,economy_planning,head_of_government,False,2016-08-27,2020-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_يوسف_الشاهد,medium,,,,,Q30118294,False,1279.0,False,Economy and planning,economic,0,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,4,False
A01273,w00376,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,Ministre de l'Environnement,Chokri Belhassen,Chokri Belhassen,environment,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Tahya Tounes,,,Q30118294,False,0.0,False,Environment,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,5,False
A01274,w00382,Gouvernement Fakhfakh,TN-17,Gouvernement Fakhfakh,"Ministre de l'Environnement, Ministre des Affaires locales (intérim)",Chokri Belhassen,Chokri Belhassen,environment,minister,False,2020-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Fakhfakh,medium,,Tahya Tounes,,,Q30118294,False,0.0,False,Environment,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,6,False
A01275,w01600,Gouvernement Fakhfakh,TN-17,حكومة إلياس الفخفاخ,وزير البيئة,شكري بن حسن,شكري بن حسن,environment,minister,False,2020-02-27,2020-09-02,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_إلياس_الفخفاخ,medium,,تحيا تونس,,,Q30118294,False,188.0,False,Environment,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,7,False
A01276,d03280,TN-17,TN-17,,ministre de l'Environnement,Chokri Belhassen,,environment,minister,False,2020-02-27,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q30118294-640572EE-2DC0-400E-8E6F-8931ECDC0CD8,high,,,,,Q30118294,False,188.0,False,Environment,social,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,8,False
A01277,d03185,TN-17,TN-17,,ministre des Affaires locales,Chokri Belhassen,,local_affairs,minister,False,2020-07-15,2020-09-02,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q30118294-31C3C250-8149-4BF9-8ED6-8B0F20BFE846,high,,,,,Q30118294,False,49.0,False,Local affairs and regional development,service,3,second_republic,Kaïs Saïed,Elyès Fakhfakh,2020.0,9,False
A01278,w01264,Gouvernement Hédi Baccouche III,TN-08,Gouvernement Hédi Baccouche III,Ministre de la Santé,Dali Jazi,Dali Jazi,health,minister,False,1989-01-01,1989-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Hédi_Baccouche_III,medium,,RCD,,,Q3012366,False,0.0,False,Public health,social,3,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1989.0,1,True
A01279,d03383,TN-08,TN-08,,ministre de la Santé,Dali Jazi,,health,minister,False,1989-04-11,1992-07-31,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q3012366-F5E2CC45-E47F-49BE-BCA5-D452C33E3AD8,high,,,Saâdeddine Zmerli,Hédi M'henni,Q3012366,False,1207.0,False,Public health,social,3,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1989.0,2,False
A01280,w00782,Gouvernement Karoui,TN-09,Gouvernement Karoui,Ministre de la Santé,Dali Jazi,Dali Jazi,health,minister,False,1989-09-27,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Composition le,RCD,,,Q3012366,False,3383.0,False,Public health,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,3,False
A01281,w01919,Gouvernement Karoui,TN-09,حكومة حامد القروي,وزير الصحة العمومية,الدالي الجازي,الدالي الجازي,health,minister,False,1989-09-27,1999-11-17,day,row,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,تركيبة الحكومة في 27 سبتمبر 1989,,,,Q3012366,False,3703.0,False,Public health,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,4,False
A01282,w02020,Gouvernement Karoui,TN-09,حكومة حامد القروي,وزير التعليم العالي,الدالي الجازي,الدالي الجازي,higher_education,minister,False,1989-09-27,1999-11-17,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_حامد_القروي,medium,,,,,Q3012366,False,3703.0,False,Higher education and scientific research,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1989.0,5,False
A01283,w00881,Gouvernement Karoui,TN-09,Gouvernement Karoui,Ministre de l'Enseignement supérieur,Dali Jazi,Dali Jazi,higher_education,minister,False,1994-11-16,1999-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Karoui,medium,Postes remaniés le,,,,Q3012366,False,1507.0,False,Higher education and scientific research,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1994.0,6,False
A01284,d02983,TN-09,TN-09,,ministre de l'Enseignement supérieur,Dali Jazi,,higher_education,minister,False,1994-11-16,1999-11-17,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q3012366-E568B678-7763-4412-99CE-63BEA171FB22,high,,,,,Q3012366,False,1827.0,False,Higher education and scientific research,social,3,ben_ali,Zine El Abidine Ben Ali,Hamed Karoui,1994.0,7,False
A01285,w00395,Gouvernement Ghannouchi I,TN-10,Gouvernement Ghannouchi I,"Ministre délégué auprès du Premier ministre, chargé des Droits de l'homme, de la Communication et des Relations avec la Chambre des députés",Dali Jazi,Dali Jazi,information_media,delegate_minister,False,1999-11-17,2011-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Ghannouchi_I,medium,Composition le,RCD,,,Q3012366,False,4063.0,False,Information and media,service,4,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,1999.0,8,False
A01286,w01637,Gouvernement Ghannouchi I,TN-10,حكومة محمد الغنوشي الأولى,وزير الدفاع الوطني,الدالي الجازي,الدالي الجازي,defence,minister,False,1999-11-17,2011-02-27,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_محمد_الغنوشي_الأولى,medium,,,,,Q3012366,False,4120.0,False,Defence,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,1999.0,9,False
A01287,w00424,Gouvernement Ghannouchi I,TN-10,Gouvernement Ghannouchi I,Ministre de la Défense,Dali Jazi,Dali Jazi,defence,minister,False,2001-01-23,2011-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Ghannouchi_I,medium,Postes remaniés le,,,,Q3012366,False,3630.0,False,Defence,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,2001.0,10,False
A01288,d02787,TN-10,TN-10,,ministre de la Défense,Dali Jazi,,defence,minister,False,2001-01-23,2004-11-10,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q3012366-8560BFD8-ACD4-4C33-BCCE-897CB820739B,high,,,,,Q3012366,False,1387.0,False,Defence,sovereign,3,ben_ali,Zine El Abidine Ben Ali,Mohamed Ghannouchi,2001.0,11,False
A01289,d02982,,,,ministre de l'Enseignement supérieur,Dali Jazi,,higher_education,minister,False,,,unknown,unknown,wikidata,http://www.wikidata.org/entity/statement/Q3012366-DAD09A42-6965-438B-8AAB-DBFC027B726F,low,,,,,Q3012366,False,,True,Higher education and scientific research,social,3,,,,,12,False
A01290,w00229,Gouvernement Chahed,TN-16,Gouvernement Chahed,Secrétaire d'État chargé de l'Économie numérique,Habib Debbabi,Habib Debbabi,ict,secretary_of_state,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Ennahdha,,,Q30217461,False,1461.0,False,Communication technologies and digital economy,service,5,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,1,True
A01291,w00273,Gouvernement Chahed,TN-16,Gouvernement Chahed,Secrétaire d'État auprès du ministre de l'Industrie et des PME,Habib Debbabi,Habib Debbabi,industry_energy,secretary_of_state,False,2016-01-01,2020-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Chahed,medium,,Ennahdha,,,Q30217461,False,1461.0,False,"Industry, energy and mines",economic,5,second_republic,Béji Caïd Essebsi,Youssef Chahed,2016.0,2,False
A01292,w00987,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,"Ministre de l'Agriculture, des Ressources hydrauliques et de la Pêche",Akissa Bahri,Akissa Bahri,agriculture,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendante,,,Q30224903,False,366.0,False,Agriculture and water resources,economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,1,True
A01293,d03547,TN-18,TN-18,,ministre de l'Agriculture,Akissa Bahri,,agriculture,minister,False,2020-09-02,2021-02-15,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q30224903-C8A48361-B031-49E3-BA90-3AF50E8D4F47,high,,,Oussama Kheriji,Mohamed Fadhel Kraiem,Q30224903,False,166.0,False,Agriculture and water resources,economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,2,False
A01294,w00162,Gouvernement Bourguiba II,TN-01,Gouvernement Bourguiba II,Secrétaire d'État à la Santé publique,Driss Guiga,Driss Guiga,health,secretary_of_state,False,1969-09-08,,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bourguiba_II,medium,Composition du,PSD,,,Q3039490,True,20806.0,True,Public health,social,5,bourguiba,Habib Bourguiba,Habib Bourguiba,1969.0,1,True
A01295,w01370,Gouvernement Bourguiba II,TN-01,حكومة الحبيب بورقيبة الثانية,وزير الصحة العمومية,إدريس قيقة,إدريس قيقة,health,minister,False,1969-09-08,,day,row,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الحبيب_بورقيبة_الثانية,medium,تركيبة الحكومة في 8 سبتمبر 1969,,,,Q3039490,True,20806.0,True,Public health,social,3,bourguiba,Habib Bourguiba,Habib Bourguiba,1969.0,2,False
A01296,d03099,TN-02,TN-02,,ministre des Affaires sociales,Driss Guiga,,social_affairs,minister,False,1969-09-08,1969-11-07,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q3039490-8B8D0277-AB1B-40CD-8B3E-BD003C6D0692,high,,,,,Q3039490,False,60.0,False,Social affairs,social,3,bourguiba,Habib Bourguiba,Habib Bourguiba,1969.0,3,False
A01297,d03384,TN-02,TN-02,,ministre de la Santé,Driss Guiga,,health,minister,False,1969-09-08,1973-03-17,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q3039490-FB28E81D-8D96-4B18-AA6C-7738D4890B87,high,,,Hédi Khefacha,Mohamed Mzali,Q3039490,False,1286.0,False,Public health,social,3,bourguiba,Habib Bourguiba,Habib Bourguiba,1969.0,4,False
A01298,w00932,Gouvernement Ladgham,TN-03,Gouvernement Ladgham,Ministre de la Santé,Driss Guiga,Driss Guiga,health,minister,False,1969-11-07,1970-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Ladgham,medium,Composition le,PSD,,,Q3039490,False,55.0,False,Public health,social,3,bourguiba,Habib Bourguiba,Bahi Ladgham,1969.0,5,False
A01299,w02064,Gouvernement Ladgham,TN-03,حكومة الباهي الأدغم,وزير الصحة العمومية,إدريس قيقة,إدريس قيقة,health,minister,False,1969-11-07,1970-11-02,day,row,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_الباهي_الأدغم,medium,تركيبة الحكومة في 7 نوفمبر 1969,,,,Q3039490,False,360.0,False,Public health,social,3,bourguiba,Habib Bourguiba,Bahi Ladgham,1969.0,6,False
