appointment_id,record_id,cabinet_id,spell_id,cabinet_article,raw_title,person_name,person_wikilink,portfolio,rank,is_interim,start_date,end_date,date_precision,date_basis,source,source_ref,confidence,table_caption,party_raw,replaces,replaced_by,person_id,end_date_unreliable,tenure_days,is_incumbent,portfolio_label,portfolio_power_rank,rank_level,era,president,head_of_government,start_year,appointment_seq,is_first_appointment
A00061,d03445,TN-19,TN-19,,ministre du Tourisme,Mohamed Moez Belhassine,,tourism_handicrafts,minister,False,2021-10-11,2024-08-25,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q108892366-8223DCD0-A1EC-43AF-8BDE-D200CB66702B,high,,,Habib Ammar,,Q108892366,False,1049.0,False,Tourism and handicrafts,economic,3,saied_exception,Kaïs Saïed,Najla Bouden,2021.0,2,False
A00062,w00074,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Ministre de l'Équipement et de l'Habitat,Sarra Zaafrani,Sarra Zaafrani,equipment_housing,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendante,,,Q108892374,False,1314.0,False,"Equipment, housing and infrastructure",economic,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00063,w00111,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Chef du gouvernement,Sarra Zaafrani,Sarra Zaafrani,head_of_government,head_of_government,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendante,,,Q108892374,False,1314.0,False,Head of government,sovereign,0,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,2,False
A00064,d03239,TN-19,TN-19,,ministre de l'Équipement,Sarra Zaafrani,,equipment_housing,minister,False,2021-10-11,2025-03-21,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q108892374-7640E95C-E356-4A88-B4E5-F1BB83B16F07,high,,,,,Q108892374,False,1257.0,False,"Equipment, housing and infrastructure",economic,3,saied_exception,Kaïs Saïed,Najla Bouden,2021.0,3,False
A00065,d02442,TN-22,TN-22,,chef du gouvernement tunisien,Sarra Zaafrani,,head_of_government,head_of_government,False,2025-03-21,,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q108892374-527c2539-41af-68a1-f92b-996ed0c017bf,high,,,Kamel Madouri,,Q108892374,False,523.0,True,Head of government,sovereign,0,saied_exception,Kaïs Saïed,Sara Zaafarani,2025.0,4,False
A00066,w00070,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Ministre de la Formation professionnelle et de l'EmploiPorte-parole du gouvernement,Nasreddine Nsibi,Nasreddine Nsibi,employment_training,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendant,,,Q108892375,False,1314.0,False,Employment and vocational training,social,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00067,d03040,TN-19,TN-19,,ministre de la Formation professionnelle et de l'Emploi,Nasreddine Nsibi,,employment_training,minister,False,2021-10-11,2023-02-22,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q108892375-2FFE70A1-F78A-43DE-87E4-C850B3B11D9C,high,,,,,Q108892375,False,499.0,False,Employment and vocational training,social,3,saied_exception,Kaïs Saïed,Najla Bouden,2021.0,2,False
A00068,d02443,TN-19,TN-19,,porte-parole du gouvernement tunisien,Nasreddine Nsibi,,other,minister,False,2021-11-15,2023-02-22,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q108892375-35E2B851-EF4A-4276-87DB-093886535D01,high,,,,,Q108892375,False,464.0,False,,,3,saied_exception,Kaïs Saïed,Najla Bouden,2021.0,3,False
A00069,w00071,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Ministre de l'Enseignement supérieur et de la Recherche scientifique,Moncef Boukthir,Moncef Boukthir,higher_education,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendant,,,Q108892377,False,1314.0,False,Higher education and scientific research,social,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00070,d02939,TN-19,TN-19,,ministre de l'Enseignement supérieur,Moncef Boukthir,,higher_education,minister,False,2021-10-11,2024-08-25,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q108892377-04D26ED2-5E16-4EEA-AD26-712296B953CB,high,,,Olfa Benouda,,Q108892377,False,1049.0,False,Higher education and scientific research,social,3,saied_exception,Kaïs Saïed,Najla Bouden,2021.0,2,False
A00071,w00076,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Ministre de l'Environnement,Leila Chikhaoui,Leila Chikhaoui,environment,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendante,,,Q108892383,False,1314.0,False,Environment,social,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00072,d03240,TN-19,TN-19,,ministre de l'Environnement,Leila Chikhaoui,,environment,minister,False,2021-10-11,2024-08-25,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q108892383-1E88C218-F09A-45A9-B9F5-19601029A679,high,,,Kamel Doukh,Habib Abid,Q108892383,False,1049.0,False,Environment,social,3,saied_exception,Kaïs Saïed,Najla Bouden,2021.0,2,False
A00073,w00080,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Ministre des Affaires culturelles,Hayet Guettat,Hayet Guettat,culture,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendante,,,Q108892387,False,1314.0,False,Cultural affairs,social,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00074,d03145,TN-19,TN-19,,ministre de la Culture,Hayet Guettat,,culture,minister,False,2021-10-11,,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q108892387-295B2AC5-6317-4D83-B4AA-9CD022FA21FA,high,,,,,Q108892387,False,1780.0,True,Cultural affairs,social,3,saied_exception,Kaïs Saïed,Najla Bouden,2021.0,2,False
A00075,w00998,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,"Ministre de l'Équipement, de l'Habitat et de l'Infrastructure",Kamel Doukh,Kamel Doukh,equipment_housing,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendant,,,Q109041047,False,366.0,False,"Equipment, housing and infrastructure",economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,1,True
A00076,w01017,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,"Ministre de l'Équipement, de l'Habitat et de l'InfrastructureMinistre de l'Environnement et des Affaires locales (intérim)",Kamel Doukh,Kamel Doukh,equipment_housing,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendant,,,Q109041047,False,366.0,False,"Equipment, housing and infrastructure",economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,2,False
A00077,w02134,Gouvernement Mechichi,TN-18,حكومة هشام المشيشي,وزير التجهيز والإسكان والبنية التحتية,كمال الدوخ,كمال الدوخ,equipment_housing,minister,False,2020-09-02,2021-10-11,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_هشام_المشيشي,medium,,,,,Q109041047,False,404.0,False,"Equipment, housing and infrastructure",economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,3,False
A00078,d03242,TN-18,TN-18,,ministre de l'Équipement,Kamel Doukh,,equipment_housing,minister,False,2020-09-02,2021-10-11,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q109041047-C7B93218-65F8-4DA7-9037-ED9C08F4EC89,high,,,Ghazi Chaouachi,Sarra Zaafrani,Q109041047,False,404.0,False,"Equipment, housing and infrastructure",economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,4,False
A00079,d03146,TN-18,TN-18,,ministre des Affaires locales,Kamel Doukh,,local_affairs,minister,False,2020-12-20,2021-10-11,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q109041047-F1D6FFCA-4D50-4713-B7BC-9B2C584BFD0E,high,,,Mustapha Aroui,,Q109041047,False,295.0,False,Local affairs and regional development,service,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,5,False
A00080,d03241,TN-18,TN-18,,ministre de l'Environnement,Kamel Doukh,,environment,minister,False,2020-12-20,2021-10-11,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q109041047-40601CF7-AD0E-431D-9B68-DF1A8DB874AE,high,,,Mustapha Aroui,Leila Chikhaoui,Q109041047,False,295.0,False,Environment,social,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,6,False
A00081,w00093,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,"Ministre des Affaires étrangères, de la Migration et des Tunisiens à l'étranger",Mohamed Ali Nafti,Mohamed Ali Nafti,foreign_affairs,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendant,,,Q109045280,False,1314.0,False,Foreign affairs,sovereign,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00082,w00984,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,Ministre du Commerce et du Développement des exportations,Mohamed Bousaïd,Mohamed Bousaïd,trade,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendant,,,Q109045290,False,366.0,False,Trade,economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,1,True
A00083,w01012,Gouvernement Mechichi,TN-18,Gouvernement Mechichi,"Ministre du Commerce et du Développement des exportationsMinistre de l'Industrie, de l'Énergie et des Mines (intérim)",Mohamed Bousaïd,Mohamed Bousaïd,trade,minister,False,2020-01-01,2021-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mechichi,medium,,Indépendant,,,Q109045290,False,366.0,False,Trade,economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,2,False
A00084,w02144,Gouvernement Mechichi,TN-18,حكومة هشام المشيشي,وزير التجارة وتنمية الصادرات,محمد بوسعيد,محمد بوسعيد (سياسي تونسي),trade,minister,False,2020-09-02,2021-10-11,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_هشام_المشيشي,medium,,,,,Q109045290,False,404.0,False,Trade,economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,3,False
A00085,d02742,TN-18,TN-18,,ministre du Commerce,Mohamed Bousaïd,,trade,minister,False,2020-09-02,2021-10-11,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q109045290-F0CB06F3-E54A-4CDC-A6F6-496E25F08869,high,,,,,Q109045290,False,404.0,False,Trade,economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2020.0,4,False
A00086,d03147,TN-18,TN-18,,ministre de l'Énergie et des Mines,Mohamed Bousaïd,,industry_energy,minister,False,2021-02-15,2021-10-11,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q109045290-C44E5BD1-3F3D-44A2-9CFC-734BF35A28FB,high,,,,,Q109045290,False,238.0,False,"Industry, energy and mines",economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2021.0,5,False
A00087,d03340,TN-18,TN-18,,ministre de l'Industrie,Mohamed Bousaïd,,industry_energy,minister,False,2021-02-15,2021-10-11,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q109045290-EAF3C43B-425E-4A7C-BE6E-F22CE619C92D,high,,,,,Q109045290,False,238.0,False,"Industry, energy and mines",economic,3,second_republic,Kaïs Saïed,Hichem Mechichi,2021.0,6,False
A00088,w00075,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Ministre des Domaines de l'État et des Affaires foncières,Mohamed Rekik,Mohamed Rekik,state_property,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendant,,,Q109544397,False,1314.0,False,State property and land affairs,economic,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00089,d03243,TN-19,TN-19,,ministre des Domaines de l'État,Mohamed Rekik,,state_property,minister,False,2021-10-11,2024-08-25,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q109544397-17592D4C-15E7-42BF-8054-8659AFC78F02,high,,,Ahmed Adhoum,,Q109544397,False,1049.0,False,State property and land affairs,economic,3,saied_exception,Kaïs Saïed,Najla Bouden,2021.0,2,False
A00090,d02444,TN-19,TN-19,,porte-parole du gouvernement tunisien,Amel Adouani,,other,minister,False,2021-11-08,2021-11-09,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q110014103-BEAC3667-94B7-4660-9C4F-65CCFEB55CAD,high,,,,,Q110014103,False,1.0,False,,,3,saied_exception,Kaïs Saïed,Najla Bouden,2021.0,1,True
A00091,w00705,Gouvernement Hédi Baccouche II,TN-08,Gouvernement Hédi Baccouche II,Secrétaire d'État auprès du ministre des Affaires sociales,Souad Lamine Jomni,Souad Lamine Jomni,social_affairs,secretary_of_state,False,1988-07-27,1989-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Hédi_Baccouche_II,medium,Composition le,Indépendant,,,Q111701635,False,158.0,False,Social affairs,social,5,ben_ali,Zine El Abidine Ben Ali,Hédi Baccouche,1988.0,1,True
A00092,w00154,Gouvernement Bourguiba II,TN-01,Gouvernement Bourguiba II,Sous-secrétaire d'État à l'industrie et au Commerce,Béchir Ennaji,Béchir Ennaji,trade,secretary_of_state,False,1957-01-01,1969-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bourguiba_II,medium,,PSD,,,Q115868368,False,4383.0,False,Trade,economic,5,monarchy,Lamine Bey,Habib Bourguiba,1957.0,1,True
A00093,w00086,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Ministre du Commerce et du Développement des exportations,Kalthoum Ben Rejeb,Kalthoum Ben Rejeb,trade,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendante,,,Q116206588,False,1314.0,False,Trade,economic,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00094,d02744,TN-19,TN-19,,ministre du Commerce,Kalthoum Ben Rejeb,,trade,minister,False,2023-01-12,2024-08-25,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q116206588-a6fda7f3-4f43-ec45-47b8-dcbda67272f3,high,,,Fadhila Rebhi,,Q116206588,False,591.0,False,Trade,economic,3,saied_exception,Kaïs Saïed,Najla Bouden,2023.0,2,False
A00095,w00083,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,"Ministre des Affaires étrangères, de la Migration et des Tunisiens à l'étranger",Nabil Ammar,Nabil Ammar,foreign_affairs,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendant,,,Q116730514,False,1314.0,False,Foreign affairs,sovereign,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00096,w00082,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Ministre de l'Intérieur,Kamel Feki,Kamel Feki,interior,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendant,,,Q117209481,False,1314.0,False,Interior,sovereign,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00097,w00963,Gouvernement Larayedh,TN-13,Gouvernement Larayedh,Ministre de l'Éducation,Salem Labiadh,Salem Labiadh,education,minister,False,2013-01-01,2014-01-01,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Larayedh,medium,,Indépendant,,,Q11775942,False,365.0,False,Education,social,3,transition,Moncef Marzouki,Ali Larayedh,2013.0,1,True
A00098,w02107,Gouvernement Larayedh,TN-13,حكومة علي العريض,وزير التربية,سالم الأبيض,سالم الأبيض,education,minister,False,2013-03-13,2014-01-29,day,cabinet,wikipedia:ar,https://ar.wikipedia.org/wiki/حكومة_علي_العريض,medium,,مستقل,,,Q11775942,False,322.0,False,Education,social,3,transition,Moncef Marzouki,Ali Larayedh,2013.0,2,False
A00099,d02745,TN-13,TN-13,,ministre de l'Éducation,Salem Labiadh,,education,minister,False,2013-03-13,2014-01-29,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q11775942-66D3AFAF-B943-4879-8E92-4D5F76765CD6,high,,,,,Q11775942,False,322.0,False,Education,social,3,transition,Moncef Marzouki,Ali Larayedh,2013.0,3,False
A00100,w00098,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Ministre de la Santé,Mustapha Ferjani,Mustapha Ferjani,health,minister,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendant,,,Q118382993,False,1314.0,False,Public health,social,3,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00101,d03436,TN-21,TN-21,,ministre de la Santé,Mustapha Ferjani,,health,minister,False,2024-08-25,,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q118382993-f66f7ad0-4cc3-b4b4-cbb8-6f0a2aa175b5,high,,,Ali Mrabet,,Q118382993,False,731.0,True,Public health,social,3,saied_exception,Kaïs Saïed,Kamel Maddouri,2024.0,2,False
A00102,w00081,Gouvernement Bouden/Hachani/Madouri/Zaafrani,TN-20,Gouvernement Bouden/Hachani/Madouri/Zaafrani,Chef du gouvernement,Ahmed Hachani,Ahmed Hachani,head_of_government,head_of_government,False,2021-01-01,2024-08-07,day,cabinet,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Bouden/Hachani/Madouri/Zaafrani,medium,,Indépendant,,,Q121088468,False,1314.0,False,Head of government,sovereign,0,second_republic,Kaïs Saïed,Ahmed Hachani,2021.0,1,True
A00103,s00021,TN-20,TN-20,,Head Of Government,Ahmed Hachani,Gouvernement Ahmed Hachani,head_of_government,head_of_government,False,2023-08-01,2024-08-07,day,spine,spine,config/cabinets.yml,high,,,,,Q121088468,False,372.0,False,Head of government,sovereign,0,saied_exception,Kaïs Saïed,Ahmed Hachani,2023.0,2,False
A00104,d02447,TN-20,TN-20,,chef du gouvernement tunisien,Ahmed Hachani,,head_of_government,head_of_government,False,2023-08-01,2024-08-08,day,statement,wikidata,http://www.wikidata.org/entity/statement/Q121088468-ad687851-4146-6d8e-311f-359672527498,high,,,Najla Bouden,Kamel Madouri,Q121088468,False,373.0,False,Head of government,sovereign,0,saied_exception,Kaïs Saïed,Ahmed Hachani,2023.0,3,False
A00105,w01168,Gouvernement Nouira,TN-04,Gouvernement Nouira,Secrétaire d'État auprès du ministre de la Défense nationale,Ahmed Bennour,Ahmed Bennour,defence,secretary_of_state,False,1974-01-14,1980-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Nouira,medium,Postes remaniés le,,,,Q121356281,False,2178.0,False,Defence,sovereign,5,bourguiba,Habib Bourguiba,Hédi Nouira,1974.0,1,True
A00106,w01063,Gouvernement Mohamed Mzali,TN-05,Gouvernement Mohamed Mzali,Secrétaire d'État auprès du ministre de l'Intérieur chargé de la Sûreté nationale,Ahmed Bennour,Ahmed Bennour,interior,secretary_of_state,False,1983-03-17,1986-01-01,day,row,wikipedia:fr,https://fr.wikipedia.org/wiki/Gouvernement_Mohamed_Mzali,medium,Postes remaniés le,,,,Q121356281,False,1021.0,False,Interior,sovereign,5,bourguiba,Habib Bourguiba,Mohamed Mzali,1983.0,2,False
